### INPAINTED
7 tensor([2], device='cuda:0') tensor([4], device='cuda:0')
cutout adv: 8 14 0.1537
cutout adv: 8 15 0.1537
cutout adv: 8 16 0.1402
cutout adv: 8 17 0.1402
cutout adv: 8 18 0.1268
cutout adv: 8 19 0.1268
cutout adv: 9 1 0.3095
cutout adv: 9 2 0.3637
cutout adv: 9 3 0.3637
cutout adv: 9 4 0.3673
cutout adv: 9 5 0.3673
cutout adv: 9 6 0.2782
cutout adv: 9 7 0.2782
cutout adv: 9 8 0.2123
cutout adv: 9 9 0.2123
cutout adv: 9 10 0.1813
cutout adv: 9 11 0.1813
cutout adv: 9 12 0.1629
cutout adv: 9 13 0.1629
cutout adv: 9 14 0.1427
cutout adv: 9 15 0.1427
cutout adv: 9 16 0.1286
cutout adv: 9 17 0.1286
cutout adv: 9 18 0.1173
cutout adv: 9 19 0.1173
cutout adv: 10 1 0.3095
cutout adv: 10 2 0.3674
cutout adv: 10 3 0.3674
cutout adv: 10 4 0.3652
cutout adv: 10 5 0.3652
cutout adv: 10 6 0.2678
cutout adv: 10 7 0.2678
cutout adv: 10 8 0.2013
cutout adv: 10 9 0.2013
cutout adv: 10 10 0.171
cutout adv: 10 11 0.171
cutout adv: 10 12 0.1529
cutout adv: 10 13 0.1529
cutout adv: 10 14 0.1402
cutout adv: 10 15 0.1402
cutout adv: 10 16 0.1237
cutout adv: 10 17 0.1237
cutout adv: 10 18 0.1162
cutout adv: 10 19 0.1162
cutout adv: 11 1 0.3095
cutout adv: 11 2 0.3716
cutout adv: 11 3 0.3716
cutout adv: 11 4 0.3608
cutout adv: 11 5 0.3608
cutout adv: 11 6 0.2572
cutout adv: 11 7 0.2572
cutout adv: 11 8 0.1807
cutout adv: 11 9 0.1807
cutout adv: 11 10 0.1538
cutout adv: 11 11 0.1538
cutout adv: 11 12 0.1424
cutout adv: 11 13 0.1424
cutout adv: 11 14 0.131
cutout adv: 11 15 0.131
cutout adv: 11 16 0.1201
cutout adv: 11 17 0.1201
cutout adv: 11 18 0.1161
