944,3,16,7,5,1,0,1,18,5
4,964,0,1,0,0,1,0,2,28
10,0,910,17,17,19,20,2,4,1
7,1,27,830,20,74,23,10,3,5
5,0,13,20,936,9,4,8,3,2
4,0,10,62,14,888,5,12,3,2
6,1,22,17,2,5,945,0,0,2
6,1,7,14,13,13,1,939,3,3
30,4,3,2,0,1,1,0,953,6
9,22,3,3,0,0,1,0,8,954
